show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,date_added_parsed,duration_minutes,genre
s00323,Movie,Sample Title 323,Greta Gerwig,"Priyanka Chopra, Dev Patel",Spain,"May 29, 2019",2005,NR,117 min,Romantic Movies,A reality show full of surprises.,2005-01-01,117,Romantic Movies
s00324,TV Show,Sample Title 324,Patty Jenkins,"Kangana Ranaut, Rajkummar Rao",Unknown,"October 01, 2018",1999,TV-MA,4 Season,Horror Movies,A gripping tale of ambition and betrayal.,1999-01-01,720,Horror Movies
s00325,Movie,Sample Title 325,Bong Joon-ho,"Robert Downey Jr., Chris Evans",France,"January 06, 2016",2014,PG,139 min,Comedies,A high-octane adventure across continents.,2014-01-01,139,Comedies
s00326,Movie,Sample Title 326,Nisha Patel,"Robert Downey Jr., Chris Evans",United Kingdom,"December 24, 2023",2007,PG-13,123 min,"Dramas, International Movies",A high-octane adventure across continents.,2007-01-01,123,Dramas
s00326,Movie,Sample Title 326,Nisha Patel,"Robert Downey Jr., Chris Evans",United Kingdom,"December 24, 2023",2007,PG-13,123 min,"Dramas, International Movies",A high-octane adventure across continents.,2007-01-01,123,International Movies
s00327,TV Show,Sample Title 327,Nisha Patel,"Zendaya, Timothée Chalamet",Spain,"January 26, 2017",2022,R,6 Season,Horror Movies,An uplifting story about friendship and resilience.,2022-01-01,1080,Horror Movies
s00328,Movie,Sample Title 328,Taika Waititi,"Meryl Streep, Anne Hathaway",Canada,"April 09, 2019",2006,G,125 min,Horror Movies,A romantic story that challenges destiny.,2006-01-01,125,Horror Movies
s00329,TV Show,Sample Title 329,Ava DuVernay,"Rami Malek, Lucy Boynton",United Kingdom,"July 22, 2022",1996,R,8 Seasons,Comedies,A documentary exploring the hidden corners of the world.,1996-01-01,1440,Comedies
s00330,TV Show,Sample Title 330,Ava DuVernay,"Kangana Ranaut, Rajkummar Rao",France,"April 30, 2018",2018,PG,14 Seasons,Crime TV Shows,A heartwarming family movie filled with emotions.,2018-01-01,2520,Crime TV Shows
s00331,Movie,Sample Title 331,Christopher Nolan,"Priyanka Chopra, Dev Patel",Mexico,"October 25, 2023",1992,TV-14,81 min,Romantic Movies,A documentary exploring the hidden corners of the world.,1992-01-01,81,Romantic Movies
s00332,Movie,Sample Title 332,Bong Joon-ho,"Scarlett Johansson, Florence Pugh",Brazil,"July 19, 2016",2009,PG,101 min,Documentaries,A gripping tale of ambition and betrayal.,2009-01-01,101,Documentaries
s00333,TV Show,Sample Title 333,Patty Jenkins,"Kangana Ranaut, Rajkummar Rao",Canada,"January 22, 2017",2019,PG-13,9 Season,Documentaries,An uplifting story about friendship and resilience.,2019-01-01,1620,Documentaries
s00334,Movie,Sample Title 334,Wes Anderson,"Rami Malek, Lucy Boynton",United Kingdom,"March 22, 2018",2015,G,77 min,Comedies,A reality show full of surprises.,2015-01-01,77,Comedies
s00335,TV Show,Sample Title 335,David Fincher,"Zendaya, Timothée Chalamet",Canada,"March 30, 2023",2018,R,2 Season,Comedies,A romantic story that challenges destiny.,2018-01-01,360,Comedies
s00336,Movie,Sample Title 336,Nisha Patel,"Robert Downey Jr., Chris Evans",United Kingdom,"June 08, 2022",2017,TV-PG,75 min,Crime TV Shows,A gripping tale of ambition and betrayal.,2017-01-01,75,Crime TV Shows
s00337,TV Show,Sample Title 337,Bong Joon-ho,"Rami Malek, Lucy Boynton",United Kingdom,"January 31, 2019",2007,NR,3 Season,Documentaries,A gripping tale of ambition and betrayal.,2007-01-01,540,Documentaries
s00338,Movie,Sample Title 338,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Australia,"March 05, 2022",2020,TV-MA,152 min,Comedies,A heartwarming family movie filled with emotions.,2020-01-01,152,Comedies
s00339,TV Show,Sample Title 339,Taika Waititi,"Kangana Ranaut, Rajkummar Rao",Canada,"January 27, 2023",1991,TV-PG,7 Seasons,Romantic Movies,A crime saga revealing deep corruption.,1991-01-01,1260,Romantic Movies
s00340,TV Show,Sample Title 340,Karan Johar,"Tom Holland, Jacob Batalon",Australia,"January 12, 2019",2001,TV-MA,19 Seasons,Romantic Movies,A reality show full of surprises.,2001-01-01,3420,Romantic Movies
s00341,Movie,Sample Title 341,Unknown,"Priyanka Chopra, Dev Patel",United States,"April 16, 2021",2023,G,73 min,Reality TV,A high-octane adventure across continents.,2023-01-01,73,Reality TV
s00342,Movie,Sample Title 342,Greta Gerwig,"Rami Malek, Lucy Boynton",South Korea,"December 25, 2021",1993,TV-14,82 min,Reality TV,A chilling horror that keeps you on edge.,1993-01-01,82,Reality TV
s00343,TV Show,Sample Title 343,Christopher Nolan,"Rami Malek, Lucy Boynton",Spain,"July 26, 2019",2012,TV-MA,3 Season,Romantic Movies,A reality show full of surprises.,2012-01-01,540,Romantic Movies
s00344,Movie,Sample Title 344,Greta Gerwig,"Mahershala Ali, Jharrel Jerome",Brazil,"June 19, 2019",2001,NR,142 min,"Dramas, International Movies",An uplifting story about friendship and resilience.,2001-01-01,142,Dramas
s00344,Movie,Sample Title 344,Greta Gerwig,"Mahershala Ali, Jharrel Jerome",Brazil,"June 19, 2019",2001,NR,142 min,"Dramas, International Movies",An uplifting story about friendship and resilience.,2001-01-01,142,International Movies
s00345,Movie,Sample Title 345,Sofia Coppola,"Rami Malek, Lucy Boynton",United States,"November 26, 2021",2020,TV-MA,99 min,Romantic Movies,A reality show full of surprises.,2020-01-01,99,Romantic Movies
s00346,Movie,Sample Title 346,Bong Joon-ho,"Meryl Streep, Anne Hathaway",Unknown,"August 18, 2019",1993,TV-MA,86 min,Documentaries,A reality show full of surprises.,1993-01-01,86,Documentaries
s00347,Movie,Sample Title 347,Wes Anderson,"Kangana Ranaut, Rajkummar Rao",France,"October 24, 2016",2013,TV-PG,84 min,Reality TV,An uplifting story about friendship and resilience.,2013-01-01,84,Reality TV
s00348,TV Show,Sample Title 348,Christopher Nolan,"Scarlett Johansson, Florence Pugh",Unknown,"March 03, 2023",2021,G,5 Seasons,Documentaries,A futuristic sci-fi with stunning visuals.,2021-01-01,900,Documentaries
s00349,TV Show,Sample Title 349,Wes Anderson,"Meryl Streep, Anne Hathaway",Australia,"June 10, 2019",2008,R,19 Seasons,Documentaries,A gripping tale of ambition and betrayal.,2008-01-01,3420,Documentaries
s00350,TV Show,Sample Title 350,David Fincher,"Meryl Streep, Anne Hathaway",Spain,"July 27, 2019",2004,PG-13,10 Season,Crime TV Shows,A documentary exploring the hidden corners of the world.,2004-01-01,1800,Crime TV Shows
s00351,TV Show,Sample Title 351,Bong Joon-ho,"Tom Holland, Jacob Batalon",United Kingdom,"February 18, 2023",1995,G,4 Season,Crime TV Shows,A gripping tale of ambition and betrayal.,1995-01-01,720,Crime TV Shows
s00352,TV Show,Sample Title 352,Ava DuVernay,"Tom Holland, Jacob Batalon",South Korea,"March 18, 2017",1990,TV-MA,23 Seasons,Horror Movies,A crime saga revealing deep corruption.,1990-01-01,4140,Horror Movies
s00353,TV Show,Sample Title 353,Nisha Patel,"Scarlett Johansson, Florence Pugh",France,"February 14, 2022",2014,PG-13,7 Season,Crime TV Shows,A reality show full of surprises.,2014-01-01,1260,Crime TV Shows
s00354,Movie,Sample Title 354,Nisha Patel,"Zendaya, Timothée Chalamet",Unknown,"May 16, 2016",2008,TV-MA,90 min,Romantic Movies,A heartwarming family movie filled with emotions.,2008-01-01,90,Romantic Movies
s00355,Movie,Sample Title 355,Bong Joon-ho,"Meryl Streep, Anne Hathaway",Australia,"October 21, 2017",1994,PG-13,79 min,Romantic Movies,A reality show full of surprises.,1994-01-01,79,Romantic Movies
s00356,TV Show,Sample Title 356,Taika Waititi,"Meryl Streep, Anne Hathaway",Spain,"November 13, 2020",2000,TV-MA,7 Season,Comedies,A romantic story that challenges destiny.,2000-01-01,1260,Comedies
s00357,Movie,Sample Title 357,Martin Scorsese,"Kangana Ranaut, Rajkummar Rao",Mexico,"January 21, 2022",2006,PG,94 min,Children & Family Movies,A high-octane adventure across continents.,2006-01-01,94,Children & Family Movies
s00358,Movie,Sample Title 358,Martin Scorsese,"Shah Rukh Khan, Kajol",Brazil,"July 03, 2021",1999,TV-MA,76 min,Romantic Movies,A gripping tale of ambition and betrayal.,1999-01-01,76,Romantic Movies
s00359,TV Show,Sample Title 359,Taika Waititi,"Shah Rukh Khan, Kajol",Japan,"March 28, 2018",1996,TV-MA,27 Seasons,Action & Adventure,A documentary exploring the hidden corners of the world.,1996-01-01,4860,Action & Adventure
s00360,TV Show,Sample Title 360,Wes Anderson,"Zendaya, Timothée Chalamet",South Korea,"June 16, 2020",2020,NR,8 Season,Children & Family Movies,An uplifting story about friendship and resilience.,2020-01-01,1440,Children & Family Movies
s00361,TV Show,Sample Title 361,Martin Scorsese,"Tom Holland, Jacob Batalon",United Kingdom,"December 30, 2020",1992,PG,29 Seasons,Crime TV Shows,A crime saga revealing deep corruption.,1992-01-01,5220,Crime TV Shows
s00362,TV Show,Sample Title 362,Sofia Coppola,"Robert Downey Jr., Chris Evans",United Kingdom,"October 23, 2023",1996,PG-13,9 Seasons,Romantic Movies,A futuristic sci-fi with stunning visuals.,1996-01-01,1620,Romantic Movies
s00363,TV Show,Sample Title 363,Greta Gerwig,"Kangana Ranaut, Rajkummar Rao",United States,"May 04, 2020",2023,TV-PG,10 Season,Sci-Fi & Fantasy,A crime saga revealing deep corruption.,2023-01-01,1800,Sci-Fi & Fantasy
s00364,Movie,Sample Title 364,Quentin Tarantino,"Zendaya, Timothée Chalamet",Australia,"May 22, 2016",2022,R,130 min,Comedies,A crime saga revealing deep corruption.,2022-01-01,130,Comedies
s00365,Movie,Sample Title 365,Greta Gerwig,"Rami Malek, Lucy Boynton",United Kingdom,"June 23, 2016",2017,PG-13,91 min,Horror Movies,A high-octane adventure across continents.,2017-01-01,91,Horror Movies
s00366,Movie,Sample Title 366,Quentin Tarantino,"Tom Holland, Jacob Batalon",Mexico,"October 01, 2016",1995,TV-PG,146 min,Sci-Fi & Fantasy,A chilling horror that keeps you on edge.,1995-01-01,146,Sci-Fi & Fantasy
s00367,TV Show,Sample Title 367,Nisha Patel,"Robert Downey Jr., Chris Evans",Unknown,"November 08, 2023",2023,TV-PG,9 Season,Comedies,A chilling horror that keeps you on edge.,2023-01-01,1620,Comedies
s00368,Movie,Sample Title 368,Sofia Coppola,"Shah Rukh Khan, Kajol",Spain,"February 14, 2017",1996,PG-13,88 min,Children & Family Movies,A futuristic sci-fi with stunning visuals.,1996-01-01,88,Children & Family Movies
s00369,TV Show,Sample Title 369,Martin Scorsese,"Mahershala Ali, Jharrel Jerome",Spain,"October 30, 2022",2020,TV-MA,5 Season,Documentaries,A heartwarming family movie filled with emotions.,2020-01-01,900,Documentaries
s00370,TV Show,Sample Title 370,Taika Waititi,"Scarlett Johansson, Florence Pugh",United States,"June 09, 2020",2011,TV-14,20 Seasons,"Dramas, International Movies",A crime saga revealing deep corruption.,2011-01-01,3600,Dramas
s00370,TV Show,Sample Title 370,Taika Waititi,"Scarlett Johansson, Florence Pugh",United States,"June 09, 2020",2011,TV-14,20 Seasons,"Dramas, International Movies",A crime saga revealing deep corruption.,2011-01-01,3600,International Movies
s00371,TV Show,Sample Title 371,Bong Joon-ho,"Priyanka Chopra, Dev Patel",South Korea,"February 22, 2019",2021,PG-13,1 Season,Action & Adventure,A documentary exploring the hidden corners of the world.,2021-01-01,180,Action & Adventure
s00372,TV Show,Sample Title 372,Denis Villeneuve,"Tom Holland, Jacob Batalon",South Korea,"September 03, 2020",1995,TV-14,8 Season,Crime TV Shows,A high-octane adventure across continents.,1995-01-01,1440,Crime TV Shows
s00373,TV Show,Sample Title 373,Wes Anderson,"Tom Holland, Jacob Batalon",United States,"October 11, 2021",2000,PG-13,9 Season,Children & Family Movies,A futuristic sci-fi with stunning visuals.,2000-01-01,1620,Children & Family Movies
s00374,TV Show,Sample Title 374,Karan Johar,"Shah Rukh Khan, Kajol",United States,"December 12, 2017",2002,TV-14,28 Seasons,"Dramas, International Movies",A high-octane adventure across continents.,2002-01-01,5040,Dramas
s00374,TV Show,Sample Title 374,Karan Johar,"Shah Rukh Khan, Kajol",United States,"December 12, 2017",2002,TV-14,28 Seasons,"Dramas, International Movies",A high-octane adventure across continents.,2002-01-01,5040,International Movies
s00375,Movie,Sample Title 375,David Fincher,"Tom Holland, Jacob Batalon",Mexico,"March 26, 2018",2007,G,128 min,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2007-01-01,128,Crime TV Shows
s00376,TV Show,Sample Title 376,Taika Waititi,"Robert Downey Jr., Chris Evans",Canada,"March 05, 2020",2021,NR,2 Season,Documentaries,A crime saga revealing deep corruption.,2021-01-01,360,Documentaries
s00377,TV Show,Sample Title 377,Unknown,"Priyanka Chopra, Dev Patel",Mexico,"September 22, 2023",1995,PG,27 Seasons,"Dramas, International Movies",A chilling horror that keeps you on edge.,1995-01-01,4860,Dramas
s00377,TV Show,Sample Title 377,Unknown,"Priyanka Chopra, Dev Patel",Mexico,"September 22, 2023",1995,PG,27 Seasons,"Dramas, International Movies",A chilling horror that keeps you on edge.,1995-01-01,4860,International Movies
s00378,Movie,Sample Title 378,Wes Anderson,"Shah Rukh Khan, Kajol",Unknown,"May 27, 2018",2004,TV-14,90 min,Action & Adventure,A heartwarming family movie filled with emotions.,2004-01-01,90,Action & Adventure
s00379,TV Show,Sample Title 379,Nisha Patel,"Meryl Streep, Anne Hathaway",Germany,"December 10, 2017",1990,TV-14,1 Season,Children & Family Movies,A reality show full of surprises.,1990-01-01,180,Children & Family Movies
s00380,TV Show,Sample Title 380,Martin Scorsese,"Scarlett Johansson, Florence Pugh",France,"February 23, 2021",2006,TV-14,5 Season,Crime TV Shows,A heartwarming family movie filled with emotions.,2006-01-01,900,Crime TV Shows
s00381,TV Show,Sample Title 381,Karan Johar,"Tom Holland, Jacob Batalon",Brazil,"April 05, 2023",2008,PG,1 Season,Comedies,A crime saga revealing deep corruption.,2008-01-01,180,Comedies
s00382,Movie,Sample Title 382,Quentin Tarantino,"Tom Holland, Jacob Batalon",South Korea,"December 05, 2018",2009,TV-14,113 min,Documentaries,A futuristic sci-fi with stunning visuals.,2009-01-01,113,Documentaries
s00383,Movie,Sample Title 383,Denis Villeneuve,"Shah Rukh Khan, Kajol",Australia,"May 29, 2023",2010,R,77 min,"Dramas, International Movies",A crime saga revealing deep corruption.,2010-01-01,77,Dramas
s00383,Movie,Sample Title 383,Denis Villeneuve,"Shah Rukh Khan, Kajol",Australia,"May 29, 2023",2010,R,77 min,"Dramas, International Movies",A crime saga revealing deep corruption.,2010-01-01,77,International Movies
s00384,TV Show,Sample Title 384,Martin Scorsese,"Scarlett Johansson, Florence Pugh",Mexico,"May 24, 2016",2002,G,14 Seasons,Action & Adventure,A futuristic sci-fi with stunning visuals.,2002-01-01,2520,Action & Adventure
s00385,TV Show,Sample Title 385,Karan Johar,"Priyanka Chopra, Dev Patel",United Kingdom,"May 17, 2023",2001,PG,6 Season,Comedies,A crime saga revealing deep corruption.,2001-01-01,1080,Comedies
s00386,Movie,Sample Title 386,Patty Jenkins,"Kangana Ranaut, Rajkummar Rao",Unknown,"January 19, 2018",2011,PG-13,103 min,Action & Adventure,A romantic story that challenges destiny.,2011-01-01,103,Action & Adventure
s00387,Movie,Sample Title 387,Martin Scorsese,"Tom Holland, Jacob Batalon",France,"December 03, 2018",2008,NR,109 min,Comedies,A crime saga revealing deep corruption.,2008-01-01,109,Comedies
s00388,Movie,Sample Title 388,Sofia Coppola,"Shah Rukh Khan, Kajol",Spain,"October 18, 2016",2020,TV-14,151 min,Sci-Fi & Fantasy,An uplifting story about friendship and resilience.,2020-01-01,151,Sci-Fi & Fantasy
s00389,TV Show,Sample Title 389,David Fincher,"Meryl Streep, Anne Hathaway",United Kingdom,"March 31, 2018",2011,TV-PG,7 Season,Reality TV,A crime saga revealing deep corruption.,2011-01-01,1260,Reality TV
s00390,Movie,Sample Title 390,Wes Anderson,"Meryl Streep, Anne Hathaway",Unknown,"November 27, 2016",2021,G,110 min,Documentaries,A romantic story that challenges destiny.,2021-01-01,110,Documentaries
s00391,Movie,Sample Title 391,Nisha Patel,"Priyanka Chopra, Dev Patel",Canada,"November 21, 2017",2000,NR,70 min,Comedies,A documentary exploring the hidden corners of the world.,2000-01-01,70,Comedies
s00392,TV Show,Sample Title 392,Martin Scorsese,"Mahershala Ali, Jharrel Jerome",Australia,"January 20, 2016",1992,TV-14,7 Season,Romantic Movies,A gripping tale of ambition and betrayal.,1992-01-01,1260,Romantic Movies
s00393,TV Show,Sample Title 393,Greta Gerwig,"Robert Downey Jr., Chris Evans",Germany,"January 17, 2016",2005,TV-14,9 Season,Romantic Movies,A heartwarming family movie filled with emotions.,2005-01-01,1620,Romantic Movies
s00394,Movie,Sample Title 394,Martin Scorsese,"Kangana Ranaut, Rajkummar Rao",Spain,"June 07, 2019",2000,PG-13,83 min,"Dramas, International Movies",A heartwarming family movie filled with emotions.,2000-01-01,83,Dramas
s00394,Movie,Sample Title 394,Martin Scorsese,"Kangana Ranaut, Rajkummar Rao",Spain,"June 07, 2019",2000,PG-13,83 min,"Dramas, International Movies",A heartwarming family movie filled with emotions.,2000-01-01,83,International Movies
s00395,TV Show,Sample Title 395,Sofia Coppola,"Kangana Ranaut, Rajkummar Rao",France,"November 11, 2020",1998,G,17 Seasons,Crime TV Shows,A romantic story that challenges destiny.,1998-01-01,3060,Crime TV Shows
s00396,Movie,Sample Title 396,Unknown,"Scarlett Johansson, Florence Pugh",United States,"July 24, 2018",2004,R,91 min,Action & Adventure,A gripping tale of ambition and betrayal.,2004-01-01,91,Action & Adventure
s00397,Movie,Sample Title 397,Bong Joon-ho,"Robert Downey Jr., Chris Evans",Australia,"March 07, 2023",2006,TV-MA,85 min,Reality TV,A gripping tale of ambition and betrayal.,2006-01-01,85,Reality TV
s00398,Movie,Sample Title 398,Wes Anderson,"Robert Downey Jr., Chris Evans",United States,"September 26, 2023",1997,TV-PG,153 min,Crime TV Shows,A chilling horror that keeps you on edge.,1997-01-01,153,Crime TV Shows
s00399,Movie,Sample Title 399,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Mexico,"September 19, 2017",2003,TV-MA,140 min,Children & Family Movies,A chilling horror that keeps you on edge.,2003-01-01,140,Children & Family Movies
s00400,Movie,Sample Title 400,Karan Johar,"Priyanka Chopra, Dev Patel",Spain,"October 16, 2022",1998,TV-PG,154 min,Comedies,A futuristic sci-fi with stunning visuals.,1998-01-01,154,Comedies
s00401,Movie,Sample Title 401,Ava DuVernay,"Zendaya, Timothée Chalamet",Japan,"March 24, 2018",2002,PG,106 min,Sci-Fi & Fantasy,A high-octane adventure across continents.,2002-01-01,106,Sci-Fi & Fantasy
s00402,TV Show,Sample Title 402,Christopher Nolan,"Robert Downey Jr., Chris Evans",Brazil,"July 26, 2021",2003,NR,5 Season,Romantic Movies,A high-octane adventure across continents.,2003-01-01,900,Romantic Movies
s00403,Movie,Sample Title 403,Taika Waititi,"Zendaya, Timothée Chalamet",India,"June 09, 2022",2021,R,71 min,Comedies,A futuristic sci-fi with stunning visuals.,2021-01-01,71,Comedies
s00404,Movie,Sample Title 404,Unknown,"Priyanka Chopra, Dev Patel",Germany,"August 04, 2018",2019,PG,82 min,Children & Family Movies,A crime saga revealing deep corruption.,2019-01-01,82,Children & Family Movies
s00405,Movie,Sample Title 405,Wes Anderson,"Meryl Streep, Anne Hathaway",United States,"April 05, 2019",2013,G,82 min,Horror Movies,An uplifting story about friendship and resilience.,2013-01-01,82,Horror Movies
s00406,Movie,Sample Title 406,David Fincher,"Meryl Streep, Anne Hathaway",Germany,"April 04, 2023",2000,G,75 min,Romantic Movies,A crime saga revealing deep corruption.,2000-01-01,75,Romantic Movies
s00407,TV Show,Sample Title 407,Bong Joon-ho,"Tom Holland, Jacob Batalon",United Kingdom,"April 11, 2017",2015,TV-PG,2 Season,Crime TV Shows,A heartwarming family movie filled with emotions.,2015-01-01,360,Crime TV Shows
s00408,TV Show,Sample Title 408,Denis Villeneuve,"Scarlett Johansson, Florence Pugh",Germany,"November 14, 2017",1997,R,8 Season,"Dramas, International Movies",A documentary exploring the hidden corners of the world.,1997-01-01,1440,Dramas
s00408,TV Show,Sample Title 408,Denis Villeneuve,"Scarlett Johansson, Florence Pugh",Germany,"November 14, 2017",1997,R,8 Season,"Dramas, International Movies",A documentary exploring the hidden corners of the world.,1997-01-01,1440,International Movies
s00409,Movie,Sample Title 409,Unknown,"Shah Rukh Khan, Kajol",Japan,"May 19, 2022",2018,R,123 min,Reality TV,A chilling horror that keeps you on edge.,2018-01-01,123,Reality TV
s00410,TV Show,Sample Title 410,Nisha Patel,"Mahershala Ali, Jharrel Jerome",India,"August 11, 2020",2018,TV-MA,3 Season,Comedies,A heartwarming family movie filled with emotions.,2018-01-01,540,Comedies
s00411,TV Show,Sample Title 411,Taika Waititi,"Kangana Ranaut, Rajkummar Rao",Unknown,"June 19, 2022",2004,G,28 Seasons,Sci-Fi & Fantasy,A futuristic sci-fi with stunning visuals.,2004-01-01,5040,Sci-Fi & Fantasy
s00412,Movie,Sample Title 412,Taika Waititi,"Rami Malek, Lucy Boynton",Japan,"November 17, 2019",2014,R,125 min,Sci-Fi & Fantasy,A reality show full of surprises.,2014-01-01,125,Sci-Fi & Fantasy
s00413,Movie,Sample Title 413,Taika Waititi,"Meryl Streep, Anne Hathaway",Brazil,"April 06, 2021",2021,R,71 min,Comedies,A crime saga revealing deep corruption.,2021-01-01,71,Comedies
s00414,TV Show,Sample Title 414,David Fincher,"Kangana Ranaut, Rajkummar Rao",Canada,"March 04, 2022",2014,TV-PG,9 Seasons,Action & Adventure,An uplifting story about friendship and resilience.,2014-01-01,1620,Action & Adventure
s00415,TV Show,Sample Title 415,Nisha Patel,"Zendaya, Timothée Chalamet",Japan,"January 05, 2021",2010,PG-13,19 Seasons,Crime TV Shows,A gripping tale of ambition and betrayal.,2010-01-01,3420,Crime TV Shows
s00416,Movie,Sample Title 416,Martin Scorsese,"Robert Downey Jr., Chris Evans",Brazil,"February 27, 2022",1990,PG-13,121 min,Reality TV,A reality show full of surprises.,1990-01-01,121,Reality TV
s00417,TV Show,Sample Title 417,Greta Gerwig,"Mahershala Ali, Jharrel Jerome",France,"January 28, 2020",1993,TV-14,9 Season,Crime TV Shows,A romantic story that challenges destiny.,1993-01-01,1620,Crime TV Shows
s00418,TV Show,Sample Title 418,Patty Jenkins,"Mahershala Ali, Jharrel Jerome",India,"February 03, 2017",2004,TV-MA,6 Season,Romantic Movies,A romantic story that challenges destiny.,2004-01-01,1080,Romantic Movies
s00419,TV Show,Sample Title 419,Patty Jenkins,"Zendaya, Timothée Chalamet",United States,"November 03, 2017",2021,R,6 Season,Horror Movies,An uplifting story about friendship and resilience.,2021-01-01,1080,Horror Movies
s00420,TV Show,Sample Title 420,Ava DuVernay,"Scarlett Johansson, Florence Pugh",Canada,"February 15, 2021",2002,G,4 Season,Comedies,A chilling horror that keeps you on edge.,2002-01-01,720,Comedies
s00421,Movie,Sample Title 421,Wes Anderson,"Shah Rukh Khan, Kajol",India,"January 19, 2021",2019,R,151 min,Crime TV Shows,A gripping tale of ambition and betrayal.,2019-01-01,151,Crime TV Shows
s00422,Movie,Sample Title 422,Unknown,"Scarlett Johansson, Florence Pugh",Spain,"June 01, 2021",2022,R,140 min,Reality TV,A documentary exploring the hidden corners of the world.,2022-01-01,140,Reality TV
s00423,Movie,Sample Title 423,Martin Scorsese,"Shah Rukh Khan, Kajol",Spain,"August 11, 2019",2022,TV-PG,83 min,Horror Movies,A reality show full of surprises.,2022-01-01,83,Horror Movies
s00424,Movie,Sample Title 424,Martin Scorsese,"Tom Holland, Jacob Batalon",South Korea,"January 28, 2021",1998,R,105 min,Horror Movies,A reality show full of surprises.,1998-01-01,105,Horror Movies
s00425,TV Show,Sample Title 425,Wes Anderson,"Tom Holland, Jacob Batalon",Mexico,"March 17, 2022",2003,TV-14,9 Season,Action & Adventure,A reality show full of surprises.,2003-01-01,1620,Action & Adventure
s00426,TV Show,Sample Title 426,Patty Jenkins,"Meryl Streep, Anne Hathaway",Brazil,"January 31, 2022",2010,PG-13,3 Season,Romantic Movies,A futuristic sci-fi with stunning visuals.,2010-01-01,540,Romantic Movies
s00427,TV Show,Sample Title 427,Taika Waititi,"Kangana Ranaut, Rajkummar Rao",South Korea,"September 26, 2020",1990,PG-13,7 Season,"Dramas, International Movies",A chilling horror that keeps you on edge.,1990-01-01,1260,Dramas
s00427,TV Show,Sample Title 427,Taika Waititi,"Kangana Ranaut, Rajkummar Rao",South Korea,"September 26, 2020",1990,PG-13,7 Season,"Dramas, International Movies",A chilling horror that keeps you on edge.,1990-01-01,1260,International Movies
s00428,Movie,Sample Title 428,Taika Waititi,"Robert Downey Jr., Chris Evans",Canada,"December 29, 2018",2000,PG,76 min,Children & Family Movies,A documentary exploring the hidden corners of the world.,2000-01-01,76,Children & Family Movies
s00429,Movie,Sample Title 429,Denis Villeneuve,"Priyanka Chopra, Dev Patel",Canada,"January 25, 2022",1992,G,158 min,Crime TV Shows,An uplifting story about friendship and resilience.,1992-01-01,158,Crime TV Shows
s00430,Movie,Sample Title 430,Karan Johar,"Scarlett Johansson, Florence Pugh",Canada,"September 23, 2021",2008,TV-MA,152 min,Horror Movies,A chilling horror that keeps you on edge.,2008-01-01,152,Horror Movies
s00431,TV Show,Sample Title 431,Karan Johar,"Robert Downey Jr., Chris Evans",United States,"October 26, 2018",2002,NR,6 Season,Action & Adventure,A romantic story that challenges destiny.,2002-01-01,1080,Action & Adventure
s00432,Movie,Sample Title 432,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",United Kingdom,"August 28, 2023",1994,R,94 min,Documentaries,A futuristic sci-fi with stunning visuals.,1994-01-01,94,Documentaries
s00433,Movie,Sample Title 433,David Fincher,"Scarlett Johansson, Florence Pugh",South Korea,"March 29, 2022",2006,R,118 min,Documentaries,A reality show full of surprises.,2006-01-01,118,Documentaries
s00434,TV Show,Sample Title 434,Patty Jenkins,"Meryl Streep, Anne Hathaway",United States,"September 21, 2017",2010,TV-MA,15 Seasons,Reality TV,A heartwarming family movie filled with emotions.,2010-01-01,2700,Reality TV
s00435,TV Show,Sample Title 435,Bong Joon-ho,"Zendaya, Timothée Chalamet",Unknown,"December 08, 2023",2010,TV-14,9 Season,Documentaries,A futuristic sci-fi with stunning visuals.,2010-01-01,1620,Documentaries
s00436,Movie,Sample Title 436,Christopher Nolan,"Scarlett Johansson, Florence Pugh",Brazil,"January 08, 2022",2015,PG-13,134 min,Romantic Movies,A high-octane adventure across continents.,2015-01-01,134,Romantic Movies
s00437,Movie,Sample Title 437,Bong Joon-ho,"Tom Holland, Jacob Batalon",France,"April 17, 2019",2003,NR,154 min,Sci-Fi & Fantasy,A gripping tale of ambition and betrayal.,2003-01-01,154,Sci-Fi & Fantasy
s00438,Movie,Sample Title 438,Bong Joon-ho,"Mahershala Ali, Jharrel Jerome",Canada,"March 15, 2023",2005,TV-MA,155 min,Romantic Movies,A chilling horror that keeps you on edge.,2005-01-01,155,Romantic Movies
s00439,Movie,Sample Title 439,Quentin Tarantino,"Kangana Ranaut, Rajkummar Rao",Mexico,"March 04, 2019",1991,G,119 min,Sci-Fi & Fantasy,A futuristic sci-fi with stunning visuals.,1991-01-01,119,Sci-Fi & Fantasy
s00440,TV Show,Sample Title 440,Unknown,"Rami Malek, Lucy Boynton",France,"October 05, 2021",1995,PG-13,10 Seasons,Documentaries,A futuristic sci-fi with stunning visuals.,1995-01-01,1800,Documentaries
s00441,Movie,Sample Title 441,Ava DuVernay,"Rami Malek, Lucy Boynton",Germany,"January 22, 2023",2003,TV-PG,150 min,Comedies,A high-octane adventure across continents.,2003-01-01,150,Comedies
